Name,StartDate,EndDate,StartTime,EndTime,Duration,Tag,Difficult
AZ_LC_438_Find_All_Anagrams_in_a_String.py,2020-12-13,2020-12-13,09:54:46 AM,10:02:53 AM,8.0,Array,Medium
AZ_LC_105_Construct_Binary_Tree_from_Preorder_and_Inorder_Traversal.py,2020-12-13,2020-12-13,10:12:57 AM,10:23:57 AM,11.0,Tree,Medium
AZ_LC_215_Kth_Largest_Element_in_an_Array.py,2020-12-13,2020-12-13,10:44:24 AM,10:54:15 AM,9.0,Array,Medium
AZ_LC_207_Course_Schedule.py,2020-12-13,2020-12-13,11:02:44 AM,11:12:25 AM,9.0,Graphs,Medium
AZ_LC_91_Decode_Ways.py,2020-12-14,2020-12-14,10:51:04 AM,10:59:21 AM,8.0,Dynamic-Programming,Medium
AZ_227_Basic_Calculator_II.py,2020-12-14,2020-12-14,12:02:21 PM,12:16:10 PM,13.0,Array,Medium
AZ_LC_93_Restore_IP_Addresses.py,2020-12-14,2020-12-14,09:59:05 PM,10:07:43 PM,8.0,String,Medium
AZ_LC_134_Gas_Station.py,2020-12-15,2020-12-15,10:40:15 AM,10:43:25 AM,3.0,Array,Medium
AZ_LC_199_Binary_Tree_Right_Side_View.py,2020-12-15,2020-12-15,10:44:11 AM,10:49:21 AM,5.0,Tree,Medium
AZ_LC_323_Number_Of_Connected_Components_in_an_Undirected_Graph.py,2020-12-15,2020-12-15,10:57:49 AM,11:08:04 AM,10.0,Graphs,Medium
AZ_LC_307_Maximum_Average_Subtree.py,2020-12-15,2020-12-15,11:10:51 AM,11:18:56 AM,8.0,Tree,Medium
AZ_LC_150_Evaluate_Reverse_Polish_Notation.py,2020-12-15,2020-12-15,11:34:36 AM,11:43:35 AM,8.0,Array,Medium
AZ_LC_71_Simplify_Path.py,2020-12-16,2020-12-16,11:43:47 AM,11:52:50 AM,9.0,String,Medium
AZ_LC_503_Next_Greater_Element_II.py,2020-12-16,2020-12-16,12:27:03 PM,12:44:59 PM,17.0,Array,Medium
AZ_LC_1155_Number_of_Dice_Rolls_With_Target_Sum.py,2020-12-16,2020-12-16,01:30:49 PM,01:36:24 PM,5.0,Dynamic-Programming,Medium
AZ_LC_78_Subsets.py,2020-12-16,2020-12-16,01:42:49 PM,01:48:00 PM,5.0,Array,Medium
AZ_LC_332_Reconstruct_Itinerary.py,2020-12-16,2020-12-16,09:12:48 PM,09:27:13 PM,14.0,Array,Medium
AZ_LC_36_Valid_Sudoku.py,2020-12-16,2020-12-16,09:33:38 PM,09:44:09 PM,10.0,Array,Medium
AZ_LC_228_Summary_Ranges.py,2020-12-17,2020-12-17,09:10:32 PM,09:19:15 PM,8.0,Array,Medium
AZ_LC_739_Daily_Temperatures.py,2020-12-17,2020-12-17,09:55:00 PM,09:59:37 PM,4.0,Array,Medium
AZ_LC_983_Minimum_Cost_For_Tickets.py,2020-12-17,2020-12-17,10:13:14 PM,10:20:14 PM,7.0,Dynamic-Programming,Medium
AZ_LC_456_132_pattern.py,2020-12-18,2020-12-18,11:52:07 AM,12:01:09 PM,9.0,Array,Medium
AZ_LC_373_Inorder_Successor_in_BST.py,2020-12-18,2020-12-18,12:11:58 PM,12:22:37 PM,10.0,Tree,Medium
AZ_LC_556_Next_Greater_Element_III.py,2020-12-18,2020-12-18,09:48:56 PM,09:57:51 PM,8.0,Array,Medium
AZ_LC_120_Triangle.py,2020-12-18,2020-12-18,10:20:53 PM,10:27:10 PM,6.0,Array,Medium
AZ_LC_73_Set_Matrix_Zeroes.py,2020-12-20,2020-12-20,05:02:12 PM,05:07:11 PM,4.0,Matrix,Medium
AZ_LC_442_Find_All_Duplicates_in_an_Array.py,2020-12-20,2020-12-20,05:12:21 PM,05:17:35 PM,5.0,Array,Medium
AZ_LC_787_Cheapest_Flights_Within_K_Stops.py,2020-12-20,2020-12-20,05:20:33 PM,05:31:55 PM,11.0,Graphs,Medium
AZ_LC_298_Binary_Tree_Longest_Consecutive_Sequence.py,2020-12-20,2020-12-20,05:44:26 PM,05:51:09 PM,6.0,Tree,Medium
AZ_LC_636_Exclusive_Time_of_Functions.py,2020-12-20,2020-12-20,05:57:54 PM,06:08:38 PM,10.0,Array,Medium
AZ_LC_6_ZigZag_Conversion.py,2020-12-21,2020-12-21,10:26:31 AM,10:33:18 AM,6.0,Array,Medium
AZ_LC_399_Evaluate_Division.py,2020-12-21,2020-12-21,05:26:11 PM,05:39:24 PM,13.0,Graphs,Medium
AZ_LC_516_Longest_Palindromic_Subsequence.py,2020-12-21,2020-12-21,05:47:25 PM,05:56:14 PM,8.0,Dynamic-Programming,Medium
AZ_LC_1011_Capacity_To_Ship_Packages_Within_D_Days.py,2020-12-21,2020-12-21,06:29:49 PM,06:37:23 PM,7.0,Array,Medium
AZ_LC_29_Divide_Two_Integers.py,2020-12-21,2020-12-21,06:43:23 PM,06:49:37 PM,6.0,Math,Medium
AZ_LC_230_Kth_Smallest_Element_in_a_BST.py,2020-12-22,2020-12-22,09:07:12 PM,09:10:55 PM,3.0,Tree,Medium
AZ_LC_542_01_Matrix.py,2020-12-22,2020-12-22,09:16:36 PM,09:32:33 PM,15.0,Graphs,Medium
AZ_LC_622_Design_Circular_Queue.py,2020-12-22,2020-12-22,09:39:03 PM,09:49:09 PM,10.0,Array,Medium
AZ_LC_721_Accounts_Merge.py,2020-12-22,2020-12-22,09:51:48 PM,10:07:55 PM,16.0,Disjoint-Set,Medium
AZ_LC_131_Palindrome_Partitioning.py,2020-12-23,2020-12-23,09:32:33 PM,09:46:33 PM,14.0,Array,Medium
AZ_LC_498_Diagonal_Traverse.py,2020-12-23,2020-12-23,09:49:49 PM,10:02:21 PM,12.0,Matrix,Medium
AZ_LC_1219_Path_with_Maximum_Gold.py,2020-12-23,2020-12-23,10:16:56 PM,10:29:11 PM,12.0,Graphs,Medium
AZ_LC_187_Repeated_DNA_Sequences.py,2020-12-24,2020-12-24,10:03:36 AM,10:08:51 AM,5.0,String,Medium
AZ_LC_547_Friend_Circles.py,2020-12-24,2020-12-24,10:13:25 AM,10:20:20 AM,6.0,Graphs,Medium
AZ_LC_647_Palindromic_Substrings.py,2020-12-24,2020-12-24,09:49:16 PM,10:03:36 PM,14.0,Array,Medium
AZ_LC_419_Battleships_in_a_Board.py,2020-12-31,2020-12-31,11:16:37 AM,11:21:43 AM,5.0,Graph,Medium
AZ_LC_34_FF_and_LP_of_Element_in_Sorted_Array.py,2020-12-31,2020-12-31,09:51:32 PM,10:03:06 PM,11.0,Array,Medium
AZ_LC_166_Fraction_to_Recurring_Decimal.py,2020-12-31,2020-12-31,10:05:44 PM,10:18:04 PM,12.0,String,Medium
AZ_LC_978_Longest_Turbulent_Subarray.py,2020-12-31,2020-12-31,10:19:46 PM,10:29:01 PM,9.0,Array,Medium
AZ_LC_406_Queue_Reconstruction_by_Height.py,2020-12-31,2020-12-31,10:30:36 PM,10:34:43 PM,4.0,Array,Medium
AZ_LC_698_Partition_to_K_Equal_Sum_Subsets.py,2021-01-01,2021-01-01,10:12:06 PM,10:23:36 PM,11.0,Dynamic-Programming,Medium
AZ_LC_986_Interval_List_Intersections.py,2021-01-01,2021-01-01,10:27:42 PM,10:34:33 PM,6.0,Array,Medium
AZ_LC_1024_Video_Stitching.py,2021-01-01,2021-01-01,10:35:43 PM,10:41:27 PM,6.0,Array,Medium
